StudentID,FirstName,LastName,Age,Gender,City,State,Email,PhoneNumber,Stage,ExamDateTime,Status
S202500735,Aditi,Ali,20,Female,Pune,Maharashtra,aditi.ali.s202500735@example.in,9692053338,Technical Entrance Test,2025-01-18 10:33:50,Fail
S202500736,Shruti,Rao,23,Female,Ahmedabad,Gujarat,shruti.rao.s202500736@example.in,9231763153,Technical Entrance Test,2025-01-18 11:40:50,Fail
S202500737,Anirudh,Menon,18,Male,Chennai,Tamil Nadu,anirudh.menon.s202500737@example.in,6325764084,Technical Entrance Test,2025-01-18 17:30:16,Fail
S202500738,Vivaan,Bhatia,25,Male,Bhopal,Madhya Pradesh,vivaan.bhatia.s202500738@example.in,8399279237,Technical Entrance Test,2025-01-18 14:39:07,Pass
S202500738,Vivaan,Bhatia,25,Male,Bhopal,Madhya Pradesh,vivaan.bhatia.s202500738@example.in,8399279237,IQ Test,2025-03-01 09:16:45,Pass
S202500738,Vivaan,Bhatia,25,Male,Bhopal,Madhya Pradesh,vivaan.bhatia.s202500738@example.in,8399279237,Descriptive Exam,2025-04-15 10:23:24,Fail
S202500739,Trisha,Ali,23,Female,Thiruvananthapuram,Kerala,trisha.ali.s202500739@example.in,8128288530,Technical Entrance Test,2025-01-18 09:34:36,Pass
S202500739,Trisha,Ali,23,Female,Thiruvananthapuram,Kerala,trisha.ali.s202500739@example.in,8128288530,IQ Test,2025-03-01 12:36:23,Fail
S202500740,Vikram,Yadav,25,Male,Ahmedabad,Gujarat,vikram.yadav.s202500740@example.in,6294398621,Technical Entrance Test,2025-01-18 14:45:06,Fail
S202500741,Arjun,Patel,21,Male,Patna,Bihar,arjun.patel.s202500741@example.in,9328300505,Technical Entrance Test,2025-01-18 15:24:00,Fail
S202500742,Aman,Mukherjee,23,Male,Guwahati,Assam,aman.mukherjee.s202500742@example.in,6528989935,Technical Entrance Test,2025-01-18 09:45:32,Fail
S202500743,Kritika,Choudhary,19,Female,Noida,Uttar Pradesh,kritika.choudhary.s202500743@example.in,7391839767,Technical Entrance Test,2025-01-18 12:43:26,Fail
S202500744,Vikram,Bhatia,22,Male,Jaipur,Rajasthan,vikram.bhatia.s202500744@example.in,9995367663,Technical Entrance Test,2025-01-18 15:48:13,Fail
S202500745,Riya,Ghosh,21,Female,Bhopal,Madhya Pradesh,riya.ghosh.s202500745@example.in,6003205749,Technical Entrance Test,2025-01-18 11:40:50,Fail
S202500746,Ananya,Mishra,25,Female,Bhopal,Madhya Pradesh,ananya.mishra.s202500746@example.in,8061005092,Technical Entrance Test,2025-01-18 09:12:16,Fail
S202500747,Neha,Kulkarni,18,Female,Kochi,Kerala,neha.kulkarni.s202500747@example.in,8615273209,Technical Entrance Test,2025-01-18 14:52:45,Fail
S202500748,Aakash,Patel,24,Male,Mumbai,Maharashtra,aakash.patel.s202500748@example.in,9336247235,Technical Entrance Test,2025-01-18 17:31:09,Fail
S202500749,Sanjay,Nair,19,Male,Pune,Maharashtra,sanjay.nair.s202500749@example.in,8384517858,Technical Entrance Test,2025-01-18 13:05:21,Pass
S202500749,Sanjay,Nair,19,Male,Pune,Maharashtra,sanjay.nair.s202500749@example.in,8384517858,IQ Test,2025-03-01 11:00:33,Fail
S202500750,Rohan,Joshi,18,Male,Kochi,Kerala,rohan.joshi.s202500750@example.in,8764364955,Technical Entrance Test,2025-01-18 09:39:50,Fail
S202500751,Sanya,Mukherjee,21,Female,Ahmedabad,Gujarat,sanya.mukherjee.s202500751@example.in,8498531444,Technical Entrance Test,2025-01-18 10:07:18,Fail
S202500752,Mahima,Mukherjee,19,Female,Chennai,Tamil Nadu,mahima.mukherjee.s202500752@example.in,7701050091,Technical Entrance Test,2025-01-18 14:03:47,Fail
S202500753,Harini,Tiwari,25,Female,Kolkata,West Bengal,harini.tiwari.s202500753@example.in,8167302774,Technical Entrance Test,2025-01-18 10:19:28,Fail
S202500754,Meera,Nair,18,Female,Hyderabad,Telangana,meera.nair.s202500754@example.in,7352488301,Technical Entrance Test,2025-01-18 17:42:59,Fail
S202500755,Isha,Nair,18,Female,Pune,Maharashtra,isha.nair.s202500755@example.in,6127631362,Technical Entrance Test,2025-01-18 10:16:13,Fail
S202500756,Aarav,Pawar,19,Male,Pune,Maharashtra,aarav.pawar.s202500756@example.in,6935339999,Technical Entrance Test,2025-01-18 11:03:14,Fail
S202500757,Tanvi,Shetty,24,Female,Chennai,Tamil Nadu,tanvi.shetty.s202500757@example.in,8723612119,Technical Entrance Test,2025-01-18 14:08:53,Fail
S202500758,Tanvi,Nair,25,Female,Visakhapatnam,Andhra Pradesh,tanvi.nair.s202500758@example.in,7391831450,Technical Entrance Test,2025-01-18 10:23:04,Fail
S202500759,Aakash,Chatterjee,21,Male,Gurugram,Haryana,aakash.chatterjee.s202500759@example.in,9810978546,Technical Entrance Test,2025-01-18 15:42:50,Fail
S202500760,Isha,Tiwari,20,Female,Bhopal,Madhya Pradesh,isha.tiwari.s202500760@example.in,8204351432,Technical Entrance Test,2025-01-18 17:42:21,Fail
S202500761,Aman,Choudhary,25,Male,Patna,Bihar,aman.choudhary.s202500761@example.in,6897324763,Technical Entrance Test,2025-01-18 11:14:05,Fail
S202500762,Jahnavi,Choudhary,20,Female,Bhubaneswar,Odisha,jahnavi.choudhary.s202500762@example.in,6769645523,Technical Entrance Test,2025-01-18 15:53:40,Pass
S202500762,Jahnavi,Choudhary,20,Female,Bhubaneswar,Odisha,jahnavi.choudhary.s202500762@example.in,6769645523,IQ Test,2025-03-01 14:08:07,Fail
S202500763,Rohan,Shetty,24,Male,Chandigarh,Chandigarh,rohan.shetty.s202500763@example.in,7973207430,Technical Entrance Test,2025-01-18 09:17:12,Pass
S202500763,Rohan,Shetty,24,Male,Chandigarh,Chandigarh,rohan.shetty.s202500763@example.in,7973207430,IQ Test,2025-03-01 13:41:24,Fail
S202500764,Trisha,Jain,18,Female,Kolkata,West Bengal,trisha.jain.s202500764@example.in,6776526595,Technical Entrance Test,2025-01-18 16:56:22,Fail
S202500765,Nisha,Jain,19,Female,Guwahati,Assam,nisha.jain.s202500765@example.in,6361184824,Technical Entrance Test,2025-01-18 17:46:25,Fail
S202500766,Aakash,Choudhary,24,Male,Guwahati,Assam,aakash.choudhary.s202500766@example.in,9654212662,Technical Entrance Test,2025-01-18 15:11:30,Fail
S202500767,Meera,Kulkarni,24,Female,Kochi,Kerala,meera.kulkarni.s202500767@example.in,8432146141,Technical Entrance Test,2025-01-18 10:34:42,Fail
S202500768,Isha,Shetty,19,Female,Guwahati,Assam,isha.shetty.s202500768@example.in,9364936544,Technical Entrance Test,2025-01-18 17:25:30,Fail
S202500769,Sakshi,Shetty,23,Female,Lucknow,Uttar Pradesh,sakshi.shetty.s202500769@example.in,9445142157,Technical Entrance Test,2025-01-18 09:38:57,Fail
S202500770,Sanya,Shetty,24,Female,Gurugram,Haryana,sanya.shetty.s202500770@example.in,7056333278,Technical Entrance Test,2025-01-18 11:46:01,Fail
S202500771,Meera,Tiwari,24,Female,Thiruvananthapuram,Kerala,meera.tiwari.s202500771@example.in,6175999218,Technical Entrance Test,2025-01-18 10:30:07,Pass
S202500771,Meera,Tiwari,24,Female,Thiruvananthapuram,Kerala,meera.tiwari.s202500771@example.in,6175999218,IQ Test,2025-03-01 17:47:52,Fail
S202500772,Vivek,Shetty,20,Male,Chandigarh,Chandigarh,vivek.shetty.s202500772@example.in,8008549727,Technical Entrance Test,2025-01-18 13:02:08,Fail
S202500773,Aishwarya,Banerjee,23,Female,Pune,Maharashtra,aishwarya.banerjee.s202500773@example.in,8321835861,Technical Entrance Test,2025-01-18 17:12:08,Fail
S202500774,Ritika,Kulkarni,20,Female,Bengaluru,Karnataka,ritika.kulkarni.s202500774@example.in,6365978939,Technical Entrance Test,2025-01-18 13:43:39,Fail
S202500775,Abhishek,Choudhary,20,Male,Hyderabad,Telangana,abhishek.choudhary.s202500775@example.in,6440672275,Technical Entrance Test,2025-01-18 09:01:57,Fail
S202500776,Gaurav,Joshi,21,Male,Kolkata,West Bengal,gaurav.joshi.s202500776@example.in,7248836003,Technical Entrance Test,2025-01-18 10:00:33,Fail
S202500777,Priya,Verma,20,Female,Ahmedabad,Gujarat,priya.verma.s202500777@example.in,6128522832,Technical Entrance Test,2025-01-18 15:02:40,Fail
S202500778,Sneha,Jain,18,Female,Gurugram,Haryana,sneha.jain.s202500778@example.in,9514267894,Technical Entrance Test,2025-01-18 09:37:19,Fail
S202500779,Riya,Chatterjee,22,Female,Bhopal,Madhya Pradesh,riya.chatterjee.s202500779@example.in,9907352743,Technical Entrance Test,2025-01-18 13:14:53,Fail
S202500780,Avni,Sharma,19,Female,Hyderabad,Telangana,avni.sharma.s202500780@example.in,7036092945,Technical Entrance Test,2025-01-18 11:56:37,Pass
S202500780,Avni,Sharma,19,Female,Hyderabad,Telangana,avni.sharma.s202500780@example.in,7036092945,IQ Test,2025-03-01 14:19:24,Fail
S202500781,Aditya,Jain,23,Male,Patna,Bihar,aditya.jain.s202500781@example.in,7127009036,Technical Entrance Test,2025-01-18 09:21:34,Fail
S202500782,Vikram,Jain,22,Male,Thiruvananthapuram,Kerala,vikram.jain.s202500782@example.in,6914566615,Technical Entrance Test,2025-01-18 12:18:01,Fail
S202500783,Kritika,Ghosh,18,Female,Delhi,Delhi,kritika.ghosh.s202500783@example.in,9728098019,Technical Entrance Test,2025-01-18 10:01:19,Fail
S202500784,Neha,Reddy,24,Female,Patna,Bihar,neha.reddy.s202500784@example.in,7264187246,Technical Entrance Test,2025-01-18 17:16:44,Fail
S202500785,Nisha,Patel,21,Female,Chennai,Tamil Nadu,nisha.patel.s202500785@example.in,8217710855,Technical Entrance Test,2025-01-18 17:52:41,Fail
S202500786,Aarav,Ghosh,23,Male,Hyderabad,Telangana,aarav.ghosh.s202500786@example.in,6291855147,Technical Entrance Test,2025-01-18 13:10:55,Fail
S202500787,Sakshi,Joshi,25,Female,Delhi,Delhi,sakshi.joshi.s202500787@example.in,7758348238,Technical Entrance Test,2025-01-18 17:17:21,Fail
S202500788,Yash,Pawar,18,Male,Hyderabad,Telangana,yash.pawar.s202500788@example.in,9432024987,Technical Entrance Test,2025-01-18 14:48:55,Fail
S202500789,Kritika,Sharma,23,Female,Guwahati,Assam,kritika.sharma.s202500789@example.in,7346432456,Technical Entrance Test,2025-01-18 17:21:03,Fail
S202500790,Nikhil,Banerjee,22,Male,Chennai,Tamil Nadu,nikhil.banerjee.s202500790@example.in,8350585160,Technical Entrance Test,2025-01-18 09:56:16,Fail
S202500791,Tejas,Sharma,22,Male,Bhopal,Madhya Pradesh,tejas.sharma.s202500791@example.in,9121816845,Technical Entrance Test,2025-01-18 11:28:10,Fail
S202500792,Sneha,Yadav,23,Female,Hyderabad,Telangana,sneha.yadav.s202500792@example.in,6714146730,Technical Entrance Test,2025-01-18 17:20:07,Fail
S202500793,Trisha,Patel,24,Female,Delhi,Delhi,trisha.patel.s202500793@example.in,7978127587,Technical Entrance Test,2025-01-18 13:48:02,Fail
S202500794,Trisha,Nair,18,Female,Bhopal,Madhya Pradesh,trisha.nair.s202500794@example.in,6557791160,Technical Entrance Test,2025-01-18 14:47:38,Fail
S202500795,Tejas,Joshi,18,Male,Chennai,Tamil Nadu,tejas.joshi.s202500795@example.in,6905909232,Technical Entrance Test,2025-01-18 13:16:44,Pass
S202500795,Tejas,Joshi,18,Male,Chennai,Tamil Nadu,tejas.joshi.s202500795@example.in,6905909232,IQ Test,2025-03-01 12:12:15,Fail
S202500796,Aman,Pawar,21,Male,Thiruvananthapuram,Kerala,aman.pawar.s202500796@example.in,9284141804,Technical Entrance Test,2025-01-18 17:09:51,Fail
S202500797,Ishita,Verma,21,Female,Patna,Bihar,ishita.verma.s202500797@example.in,8489875576,Technical Entrance Test,2025-01-18 10:41:51,Pass
S202500797,Ishita,Verma,21,Female,Patna,Bihar,ishita.verma.s202500797@example.in,8489875576,IQ Test,2025-03-01 15:53:44,Fail
S202500798,Gaurav,Jain,21,Male,Thiruvananthapuram,Kerala,gaurav.jain.s202500798@example.in,7823592869,Technical Entrance Test,2025-01-18 15:35:47,Fail
S202500799,Pooja,Shetty,23,Female,Chennai,Tamil Nadu,pooja.shetty.s202500799@example.in,6865159903,Technical Entrance Test,2025-01-18 15:19:19,Fail
S202500800,Manish,Yadav,20,Male,Visakhapatnam,Andhra Pradesh,manish.yadav.s202500800@example.in,9139152706,Technical Entrance Test,2025-01-18 09:36:35,Fail
S202500801,Trisha,Bhatia,23,Female,Bhubaneswar,Odisha,trisha.bhatia.s202500801@example.in,6252865460,Technical Entrance Test,2025-01-18 09:53:59,Fail
S202500802,Nikhil,Nair,19,Male,Kochi,Kerala,nikhil.nair.s202500802@example.in,6829151236,Technical Entrance Test,2025-01-18 10:17:53,Fail
S202500803,Anirudh,Mukherjee,23,Male,Delhi,Delhi,anirudh.mukherjee.s202500803@example.in,7227059977,Technical Entrance Test,2025-01-18 10:32:19,Fail
S202500804,Neha,Banerjee,18,Female,Kochi,Kerala,neha.banerjee.s202500804@example.in,9872960961,Technical Entrance Test,2025-01-18 17:44:41,Fail
S202500805,Aarav,Rao,21,Male,Kochi,Kerala,aarav.rao.s202500805@example.in,9010517479,Technical Entrance Test,2025-01-18 10:34:21,Pass
S202500805,Aarav,Rao,21,Male,Kochi,Kerala,aarav.rao.s202500805@example.in,9010517479,IQ Test,2025-03-01 14:30:09,Fail
S202500806,Aman,Ghosh,25,Male,Delhi,Delhi,aman.ghosh.s202500806@example.in,8807101761,Technical Entrance Test,2025-01-18 11:55:27,Pass
S202500806,Aman,Ghosh,25,Male,Delhi,Delhi,aman.ghosh.s202500806@example.in,8807101761,IQ Test,2025-03-01 12:26:04,Pass
S202500806,Aman,Ghosh,25,Male,Delhi,Delhi,aman.ghosh.s202500806@example.in,8807101761,Descriptive Exam,2025-04-15 09:40:06,Pass
S202500806,Aman,Ghosh,25,Male,Delhi,Delhi,aman.ghosh.s202500806@example.in,8807101761,Face-to-Face Interview,2025-06-10 16:22:39,Pass
S202500807,Manish,Nair,21,Male,Patna,Bihar,manish.nair.s202500807@example.in,6240362724,Technical Entrance Test,2025-01-18 17:05:53,Fail
S202500808,Rahul,Kulkarni,24,Male,Mumbai,Maharashtra,rahul.kulkarni.s202500808@example.in,6111709258,Technical Entrance Test,2025-01-18 09:50:35,Fail
S202500809,Siddharth,Kaur,19,Male,Bhubaneswar,Odisha,siddharth.kaur.s202500809@example.in,6559438628,Technical Entrance Test,2025-01-18 11:14:47,Fail
S202500810,Aman,Banerjee,19,Male,Kolkata,West Bengal,aman.banerjee.s202500810@example.in,7864537600,Technical Entrance Test,2025-01-18 09:26:33,Fail
S202500811,Nikhil,Pillai,23,Male,Hyderabad,Telangana,nikhil.pillai.s202500811@example.in,7531179025,Technical Entrance Test,2025-01-18 15:14:22,Fail
S202500812,Aditi,Mukherjee,23,Female,Bhopal,Madhya Pradesh,aditi.mukherjee.s202500812@example.in,9214815853,Technical Entrance Test,2025-01-18 16:33:57,Fail
S202500813,Mahima,Chatterjee,22,Female,Ahmedabad,Gujarat,mahima.chatterjee.s202500813@example.in,9553582544,Technical Entrance Test,2025-01-18 17:52:31,Fail
S202500814,Manish,Iyer,24,Male,Bhubaneswar,Odisha,manish.iyer.s202500814@example.in,8745284478,Technical Entrance Test,2025-01-18 14:57:29,Fail
S202500815,Yash,Yadav,24,Male,Patna,Bihar,yash.yadav.s202500815@example.in,9830915271,Technical Entrance Test,2025-01-18 10:15:06,Fail
S202500816,Aakash,Gupta,18,Male,Guwahati,Assam,aakash.gupta.s202500816@example.in,7203879418,Technical Entrance Test,2025-01-18 13:05:41,Fail
S202500817,Isha,Nair,24,Female,Kolkata,West Bengal,isha.nair.s202500817@example.in,7922131954,Technical Entrance Test,2025-01-18 12:00:17,Fail
S202500818,Nikhil,Bhatia,22,Male,Pune,Maharashtra,nikhil.bhatia.s202500818@example.in,7722152572,Technical Entrance Test,2025-01-18 09:21:16,Fail
S202500819,Rohit,Chatterjee,24,Male,Thiruvananthapuram,Kerala,rohit.chatterjee.s202500819@example.in,8859086511,Technical Entrance Test,2025-01-18 17:42:39,Fail
S202500820,Diya,Patel,20,Female,Chandigarh,Chandigarh,diya.patel.s202500820@example.in,9407004073,Technical Entrance Test,2025-01-18 13:07:25,Fail
S202500821,Abhishek,Jain,20,Male,Bengaluru,Karnataka,abhishek.jain.s202500821@example.in,9957175903,Technical Entrance Test,2025-01-18 10:52:14,Fail
S202500822,Gaurav,Shetty,18,Male,Lucknow,Uttar Pradesh,gaurav.shetty.s202500822@example.in,8439027812,Technical Entrance Test,2025-01-18 12:46:37,Fail
S202500823,Neha,Ali,24,Female,Bhubaneswar,Odisha,neha.ali.s202500823@example.in,9898314649,Technical Entrance Test,2025-01-18 15:17:12,Fail
S202500824,Sanya,Kulkarni,18,Female,Mumbai,Maharashtra,sanya.kulkarni.s202500824@example.in,8831754155,Technical Entrance Test,2025-01-18 15:59:09,Fail
S202500825,Sanjay,Chatterjee,19,Male,Visakhapatnam,Andhra Pradesh,sanjay.chatterjee.s202500825@example.in,8878247015,Technical Entrance Test,2025-01-18 13:04:08,Fail
S202500826,Sneha,Banerjee,18,Female,Delhi,Delhi,sneha.banerjee.s202500826@example.in,8959630176,Technical Entrance Test,2025-01-18 13:10:00,Fail
S202500827,Nisha,Nair,24,Female,Lucknow,Uttar Pradesh,nisha.nair.s202500827@example.in,7282965995,Technical Entrance Test,2025-01-18 12:58:55,Fail
S202500828,Rahul,Kaur,24,Male,Mumbai,Maharashtra,rahul.kaur.s202500828@example.in,7414423342,Technical Entrance Test,2025-01-18 15:55:47,Fail
S202500829,Aditi,Joshi,25,Female,Gurugram,Haryana,aditi.joshi.s202500829@example.in,8755531543,Technical Entrance Test,2025-01-18 11:07:06,Fail
S202500830,Aman,Gupta,25,Male,Visakhapatnam,Andhra Pradesh,aman.gupta.s202500830@example.in,8420632018,Technical Entrance Test,2025-01-18 15:29:12,Fail
S202500831,Kavya,Mehta,18,Female,Thiruvananthapuram,Kerala,kavya.mehta.s202500831@example.in,7117079204,Technical Entrance Test,2025-01-18 10:57:47,Pass
S202500831,Kavya,Mehta,18,Female,Thiruvananthapuram,Kerala,kavya.mehta.s202500831@example.in,7117079204,IQ Test,2025-03-01 11:35:41,Pass
S202500831,Kavya,Mehta,18,Female,Thiruvananthapuram,Kerala,kavya.mehta.s202500831@example.in,7117079204,Descriptive Exam,2025-04-15 11:10:22,Fail
S202500832,Kavya,Rao,18,Female,Chandigarh,Chandigarh,kavya.rao.s202500832@example.in,6256176475,Technical Entrance Test,2025-01-18 16:54:46,Pass
S202500832,Kavya,Rao,18,Female,Chandigarh,Chandigarh,kavya.rao.s202500832@example.in,6256176475,IQ Test,2025-03-01 17:27:56,Fail
S202500833,Gaurav,Ghosh,25,Male,Thiruvananthapuram,Kerala,gaurav.ghosh.s202500833@example.in,7883259681,Technical Entrance Test,2025-01-18 14:27:26,Fail
S202500834,Tejas,Kaur,23,Male,Lucknow,Uttar Pradesh,tejas.kaur.s202500834@example.in,8466458893,Technical Entrance Test,2025-01-18 17:30:56,Fail
S202500835,Pranav,Banerjee,24,Male,Kolkata,West Bengal,pranav.banerjee.s202500835@example.in,7870115730,Technical Entrance Test,2025-01-18 17:36:02,Fail
S202500836,Pallavi,Gupta,24,Female,Thiruvananthapuram,Kerala,pallavi.gupta.s202500836@example.in,8837635929,Technical Entrance Test,2025-01-18 15:33:38,Pass
S202500836,Pallavi,Gupta,24,Female,Thiruvananthapuram,Kerala,pallavi.gupta.s202500836@example.in,8837635929,IQ Test,2025-03-01 14:53:13,Pass
S202500836,Pallavi,Gupta,24,Female,Thiruvananthapuram,Kerala,pallavi.gupta.s202500836@example.in,8837635929,Descriptive Exam,2025-04-15 10:44:31,Fail
S202500837,Abhishek,Banerjee,20,Male,Kolkata,West Bengal,abhishek.banerjee.s202500837@example.in,8013795131,Technical Entrance Test,2025-01-18 10:48:40,Fail
S202500838,Aditi,Tiwari,20,Female,Kolkata,West Bengal,aditi.tiwari.s202500838@example.in,9327069600,Technical Entrance Test,2025-01-18 12:26:10,Fail
S202500839,Rohit,Bhatia,24,Male,Patna,Bihar,rohit.bhatia.s202500839@example.in,8269436869,Technical Entrance Test,2025-01-18 10:16:50,Fail
S202500840,Kavya,Shetty,19,Female,Gurugram,Haryana,kavya.shetty.s202500840@example.in,6523071061,Technical Entrance Test,2025-01-18 09:45:51,Fail
S202500841,Aniket,Sharma,22,Male,Hyderabad,Telangana,aniket.sharma.s202500841@example.in,8399855120,Technical Entrance Test,2025-01-18 12:13:28,Fail
S202500842,Abhishek,Kulkarni,19,Male,Thiruvananthapuram,Kerala,abhishek.kulkarni.s202500842@example.in,7810207790,Technical Entrance Test,2025-01-18 17:13:17,Fail
S202500843,Rohit,Singh,19,Male,Delhi,Delhi,rohit.singh.s202500843@example.in,9016141045,Technical Entrance Test,2025-01-18 17:00:14,Pass
S202500843,Rohit,Singh,19,Male,Delhi,Delhi,rohit.singh.s202500843@example.in,9016141045,IQ Test,2025-03-01 11:58:52,Pass
S202500843,Rohit,Singh,19,Male,Delhi,Delhi,rohit.singh.s202500843@example.in,9016141045,Descriptive Exam,2025-04-15 14:41:16,Fail
S202500844,Rohan,Ghosh,19,Male,Thiruvananthapuram,Kerala,rohan.ghosh.s202500844@example.in,7139666269,Technical Entrance Test,2025-01-18 14:14:37,Pass
S202500844,Rohan,Ghosh,19,Male,Thiruvananthapuram,Kerala,rohan.ghosh.s202500844@example.in,7139666269,IQ Test,2025-03-01 11:16:46,Fail
S202500845,Gaurav,Yadav,19,Male,Lucknow,Uttar Pradesh,gaurav.yadav.s202500845@example.in,7035518306,Technical Entrance Test,2025-01-18 16:13:47,Fail
S202500846,Nisha,Singh,22,Female,Noida,Uttar Pradesh,nisha.singh.s202500846@example.in,6594568931,Technical Entrance Test,2025-01-18 11:58:33,Fail
S202500847,Aniket,Choudhary,19,Male,Chennai,Tamil Nadu,aniket.choudhary.s202500847@example.in,7123418128,Technical Entrance Test,2025-01-18 14:35:02,Fail
S202500848,Kavya,Sharma,24,Female,Kolkata,West Bengal,kavya.sharma.s202500848@example.in,8764412954,Technical Entrance Test,2025-01-18 10:02:14,Fail
S202500849,Yash,Ali,22,Male,Kochi,Kerala,yash.ali.s202500849@example.in,6488242914,Technical Entrance Test,2025-01-18 16:41:24,Fail
S202500850,Akash,Banerjee,25,Male,Bengaluru,Karnataka,akash.banerjee.s202500850@example.in,7144303315,Technical Entrance Test,2025-01-18 16:59:16,Fail
S202500851,Aman,Mishra,22,Male,Hyderabad,Telangana,aman.mishra.s202500851@example.in,6838482964,Technical Entrance Test,2025-01-18 17:02:15,Fail
S202500852,Sanya,Choudhary,18,Female,Gurugram,Haryana,sanya.choudhary.s202500852@example.in,8685806054,Technical Entrance Test,2025-01-18 13:48:23,Fail
S202500853,Sanjay,Bhatia,22,Male,Kolkata,West Bengal,sanjay.bhatia.s202500853@example.in,9425755390,Technical Entrance Test,2025-01-18 16:49:04,Fail
S202500854,Aman,Shetty,25,Male,Mumbai,Maharashtra,aman.shetty.s202500854@example.in,7357235487,Technical Entrance Test,2025-01-18 10:22:46,Fail
S202500855,Ritika,Ghosh,25,Female,Noida,Uttar Pradesh,ritika.ghosh.s202500855@example.in,8989552973,Technical Entrance Test,2025-01-18 15:30:27,Fail
S202500856,Sneha,Sharma,19,Female,Kochi,Kerala,sneha.sharma.s202500856@example.in,7519562130,Technical Entrance Test,2025-01-18 10:52:47,Pass
S202500856,Sneha,Sharma,19,Female,Kochi,Kerala,sneha.sharma.s202500856@example.in,7519562130,IQ Test,2025-03-01 09:36:14,Fail
S202500857,Rahul,Mukherjee,24,Male,Jaipur,Rajasthan,rahul.mukherjee.s202500857@example.in,7096823393,Technical Entrance Test,2025-01-18 13:26:47,Pass
S202500857,Rahul,Mukherjee,24,Male,Jaipur,Rajasthan,rahul.mukherjee.s202500857@example.in,7096823393,IQ Test,2025-03-01 14:45:51,Fail
S202500858,Kavya,Das,22,Female,Gurugram,Haryana,kavya.das.s202500858@example.in,9099324278,Technical Entrance Test,2025-01-18 13:21:10,Fail
S202500859,Kavya,Yadav,21,Female,Noida,Uttar Pradesh,kavya.yadav.s202500859@example.in,7358777280,Technical Entrance Test,2025-01-18 12:02:41,Fail
S202500860,Suresh,Mehta,22,Male,Noida,Uttar Pradesh,suresh.mehta.s202500860@example.in,7542710750,Technical Entrance Test,2025-01-18 10:48:35,Fail
S202500861,Akash,Mehta,21,Male,Delhi,Delhi,akash.mehta.s202500861@example.in,8721599612,Technical Entrance Test,2025-01-18 13:00:02,Fail
S202500862,Shruti,Menon,19,Female,Mumbai,Maharashtra,shruti.menon.s202500862@example.in,9652373526,Technical Entrance Test,2025-01-18 12:48:23,Fail
S202500863,Isha,Sharma,18,Female,Gurugram,Haryana,isha.sharma.s202500863@example.in,8427431677,Technical Entrance Test,2025-01-18 13:36:30,Fail
S202500864,Arjun,Singh,23,Male,Delhi,Delhi,arjun.singh.s202500864@example.in,9962573669,Technical Entrance Test,2025-01-18 14:59:57,Pass
S202500864,Arjun,Singh,23,Male,Delhi,Delhi,arjun.singh.s202500864@example.in,9962573669,IQ Test,2025-03-01 13:27:07,Pass
S202500864,Arjun,Singh,23,Male,Delhi,Delhi,arjun.singh.s202500864@example.in,9962573669,Descriptive Exam,2025-04-15 10:13:33,Pass
S202500864,Arjun,Singh,23,Male,Delhi,Delhi,arjun.singh.s202500864@example.in,9962573669,Face-to-Face Interview,2025-06-10 11:06:22,Pass
S202500865,Vikram,Pawar,22,Male,Chennai,Tamil Nadu,vikram.pawar.s202500865@example.in,9292831539,Technical Entrance Test,2025-01-18 15:28:10,Fail
S202500866,Vivaan,Joshi,19,Male,Chennai,Tamil Nadu,vivaan.joshi.s202500866@example.in,9121809729,Technical Entrance Test,2025-01-18 10:33:59,Fail
S202500867,Vivaan,Sharma,25,Male,Chennai,Tamil Nadu,vivaan.sharma.s202500867@example.in,7890907738,Technical Entrance Test,2025-01-18 11:42:12,Fail
S202500868,Sanya,Menon,22,Female,Thiruvananthapuram,Kerala,sanya.menon.s202500868@example.in,7649241730,Technical Entrance Test,2025-01-18 17:32:15,Fail
S202500869,Aditya,Jain,18,Male,Gurugram,Haryana,aditya.jain.s202500869@example.in,7999260960,Technical Entrance Test,2025-01-18 14:27:10,Fail
S202500870,Pranav,Iyer,23,Male,Visakhapatnam,Andhra Pradesh,pranav.iyer.s202500870@example.in,9380530969,Technical Entrance Test,2025-01-18 12:22:53,Fail
S202500871,Priya,Patel,25,Female,Pune,Maharashtra,priya.patel.s202500871@example.in,9767257080,Technical Entrance Test,2025-01-18 15:34:53,Pass
S202500871,Priya,Patel,25,Female,Pune,Maharashtra,priya.patel.s202500871@example.in,9767257080,IQ Test,2025-03-01 15:00:58,Pass
S202500871,Priya,Patel,25,Female,Pune,Maharashtra,priya.patel.s202500871@example.in,9767257080,Descriptive Exam,2025-04-15 13:31:57,Fail
S202500872,Sachin,Chatterjee,21,Male,Delhi,Delhi,sachin.chatterjee.s202500872@example.in,9557995079,Technical Entrance Test,2025-01-18 14:52:00,Fail
S202500873,Avni,Kulkarni,23,Female,Hyderabad,Telangana,avni.kulkarni.s202500873@example.in,9794570871,Technical Entrance Test,2025-01-18 10:14:05,Fail
S202500874,Yash,Tiwari,18,Male,Thiruvananthapuram,Kerala,yash.tiwari.s202500874@example.in,8128915402,Technical Entrance Test,2025-01-18 15:28:25,Fail
S202500875,Harsh,Bhatia,22,Male,Hyderabad,Telangana,harsh.bhatia.s202500875@example.in,9615986574,Technical Entrance Test,2025-01-18 13:36:05,Fail
